ID;AUTHOR;Score;IsRecomended;Summary;Advantages;Disadvantages;LikesCount;DislikesCount;CreateDate;
6236888;Jacek;4,5/5;true;Kupiłem Samsung Galaxy S8 Dual-sim G950FD 64GB 4GB Ram w maju 2017 na jednym z zagranicznych serwisów aukcyjnych gdyż w Polsce był niedostępny w wersji na dwie karty sim. Jest to najlepszy smartfon jakiego używałem. Łączy duże możliwości, świetny design, w "męskiej" obudowie- to znaczy jest długi ale jednocześnie wąski- nie trzeba używać damskiej torebki aby go nosić w miarę wygodnie (ja preferuję kieszeń koszuli i tam mieści się idealnie). Jednocześnie zapewnia pole obrazowe umożliwiające korzystanie z różnych aplikacji z względnym komfortem gdy zajdzie taka konieczność (np. office, CAD) trzeba pamiętać, że to nie jest komputer stacjonarny i nigdy nie zapewni komfortu jak ekran 34''. Dla mnie warunkiem brzegowym było aby obsługiwał 2 karty bo nie chcę nosić 2 telefonów- prywatnego i służbowego. Niestety w tym modelu Samsung na fali minimalizacji "straty" miejsca zastosował szufladkę umożliwiającą tylko pracę z dwoma kartami SIM lub z 1 kartą SIM i 1 kartą pamięci microSD. Rozwiązanie w moim starym Samsungu S4 mini Duos było znacznie lepsze- bo były 3 sloty na 2 karty SIM i na 1 pamięć microSD. Drugi minus dla tego telefonu to spadek głośności po ok 5 miesiącach użytkowania żeby słyszeć co ktoś mówi muszę uruchamiać głośnik - po naprawie toru audio w serwisie słyszalność bez poprawy (podejrzewam, że przyczyna leży w aktualizacji BIOS-u) przy okazji okazało się, że gwarancja nie obowiązuje w Europie???. Kolejna wada przycisk Bixby który mnie irytuje bo często uruchamia mi się niepotrzebnie ze względu na lokalizację w rejonie gdzie wygodnie jest trzymać telefon.;aparat przód aparat tył czas pracy na baterii funkcjonalność latwosc obslugi wygląd ;;0;0;2017-11-21 23:41:56;
4761545;share28;5/5;true;Telefon posiadam od 2 miesięcy, przez ten czas bardzo go polubiłem, obcowanie z nim sprawia mi duzo przyjemności. Wspaniale lezy w dłoni, miły w dotyku, cieszy oko ;). Działa bardzo płynnie choć czasami zdarzają się lagi w płynności systemu ( przechodzenie z ekranu do ekranu, klawiatura lubi się porządnie przyciąć itp.), jednak w ogólnym rozrachunku wszystko wychodzi na duży plus. Bateria trzyma przy dużym obciążeniu nawet 2 dni. Mimo że mam sporej wielkości dłonie zdarzają mi się problemy z komfortowym korzystaniem z telefonu jedną ręką. Skaner tęczówki działa tak sobie czasem jest płynny i piekielnie szybki, a czasami zupełnie kapituluje i trzeba posiłkować się skanerem odcisków palca, ten natomiast działa genialnie, nie potwierdzam opinii że jego umiejscowienie jest niekomfortowe podczas użytkowania. Po tych 2 miesiącach od zakupu mogę powiedzieć że jego położenie jest dla mnie wygodne i intuicyjne. Korzystanie z telefonu tp prawdziwa przyjemność. Polecam nawet za kwotę 3,500 zł.;;;3;0;2017-06-15 12:07:20;
6277933;Grzegorz;2/5;false;Zdecydowanie przereklamowany telefon. Tak złego dźwięku z głośników to dawno nie słyszałem. Obudowa rysuje się od pierwszego dnia. I wszystko niewygodne. Błąd zrobiłem kupując. Debilny skaner palca z tyłu, niewygodny w używaniu.;;latwosc obslugi ;0;0;2017-12-01 02:54:31;
5064716;GromeQ;5/5;true;Produkt jest zgodny ze swoim opisem. Komórka wykorzystuje każdy kawałek swojej powierzchni i jest bardzo poręczna.;4gb ram aparat przód aparat tył czas pracy na baterii duży ekran funkcjonalność głośniczek latwosc obslugi śliski tył obudowy wygląd ;brak diody ir ;0;0;2017-09-22 12:51:46;
5043786;Mateo;5/5;true;Telefon godny polecenia, Przesiadłem się z Iphona 6s i nie żałuję ani trochę, telefon spełnia moje oczekiwania;4gb ram aparat przód aparat tył brak diody ir czas pracy na baterii duży ekran funkcjonalność głośniczek latwosc obslugi skaner odcisków palca śliski tył obudowy wygląd źle umiejscowiony skaner odcisków palców ;;1;1;2017-09-15 18:01:04;
6255459;BraveTomato;5/5;true;To, że to czysta perfekcja - to wielu już napisało. Szkoda, że Samsung nie wprowadził do Europy wersji dual sim (G950FD). Na szczęście są takowe dostępne - import z Azji. I w tej wersji to dla mnie telefon ideał.;4gb ram aparat przód aparat tył dobry aparat duży ekran funkcjonalność latwosc obslugi menu boczne na zakrzywionym ekranie skaner odcisków palca świetny interfejs wygląd ;śliski tył obudowy ;0;0;2017-11-26 23:32:14;
6219975;mateusz34 1996;5/5;true;Samsung Galaxy S 8 Przede wszystkim ekran robi piorunujące wrażenie, kolorystycznie, jakościowo, wszystko prezentuje się doskonale i na każdym potrafi zrobić wrażenie, zaokrąglone brzegi ekranu dodają uroku i jednocześnie nie przeszkadzają w użytkowaniu telefonu. System chodzi stabilnie a aparat to kwintesencja mobilności, bardzo duża możliwość ustawień manualnych. Bateria o dziwo trzyma długo, przy ciągłym korzystaniu z wielu aplikacji, słuchaniu muzyki można śmiało operować telefonem cały dzień. Ładowanie telefonu jest szybki, system chodzi stabilnie, płynnie i się nie wiesza. Wszelkie aplikacje uruchamiają się szybko, najbardziej wymagające gry chodzą bez przycinki. Słuchawki dołączone do zestawu są wykonane z bardzo dobrych materiałów, jednakże muzyka która z nich płynie nie robi wrażenia na jakie się spodziewałem, muzyka jakościowo jest genialna jednak brakuje trochę basu i większej głośności. Jeśli chodzi o negatywne sugestie to przede wszystkim warto zaopatrzyć się w etui na przód i tył telefonu ponieważ telefon rysuje się z byle powodu.. Dodatkowo podczas oglądania filmu na YT czy bezpośrednio z galerii w momencie kiedy włączymy wypełnianie ekranu to problem sprawiać może nam suwak od przesuwania filmu ponieważ jest on mało widoczny z dołu telefonu i niekomfortowy. Dodam też fakt iż telefon jest śliski i bez etui łatwo wyślizguje się z rąk. Reasumując - telefon jest świetny, polecam z czystym sumieniem. Jednak za te cenę oczekiwałem solidnej, odpornej na zarysowania bryły. Telefon robi wrażenie, widoczny jest postęp technologiczny ze strony Samsunga, urządzenie jest funkcjonalne i szybkie. Obecnie najlepszy telefon na rynku, moja ocena 9,5/10;;;1;0;2017-11-16 17:00:46;
4939365;kaczka1246;4,5/5;true;Naprawdę godny polecenia telefon. Bardzo fajny w obsłudze wszystko jest zrobione przejrzyście, więc łatwo się go obsługuje. Cena trochę zniechęca ale za dobre trzeba zapłacić;czas pracy na baterii głośniczek latwosc obslugi wygląd ;;0;0;2017-08-12 18:49:07;
6412947;Paweł W.;5/5;true;Telefon świetny! Mega szybki, aparat jako aplikacja nie dość że bardzo szybko się włącza to jeszcze autofocus najszybszy jaki miałem. Kupiłem go po kilku latach używania iPhone'ów i nie było nawet sekundy w której bym żałował zakupu... Dobrze wyprofilowany i mega poręczny - do tego stopnia że przesiadka z 4calowego iPhone'a 5S nie stanowiła najmniejszego problemu. Mega intuicyjne menu, brakuje obsługi gestów w niektórych aplikacjach ale można się do tego łatwo przyzwyczaić. Możliwości personalizacji bardzo duże. Bixby coś czego się większość boi nie jest takie straszne a nawet przydatne, można spersonalizować pod siebie w całości interfejs a przycisk dedykowany dla Bixby można wyłączyć co uchroni nas przed przypadkowym uruchamianiem. Allways On Display - bardzo świetna funkcja - korzysta w bardzo niewielkim stopniu z baterii (jestem w stanie uwierzyć, że jest to 1% na godzinę) dzięki tej funkcji można niemal całkowicie zrezygnować z diody powiadomień. Jedyną wadą dla mnie wydaje się być bateria... Wytrzymuje od rana do wieczora bez problemu ale więcej się z niej nie wyciśnie, używam cały czas przy rozdzielczości FHD, natomiast z ratunkiem przychodzi nam dołączona w zestawie ładowarka wspierająca szybkie ładowanie, potrawi z 10% baterii naładować telefon w 1h 40minut! :O Niezły wynik. PS wracając jeszcze do aparatu, to co piszą w internecie to prawda... NAJLEPSZY na rynku aktualnie!;4gb ram aparat przód aparat tył czas pracy na baterii dobry aparat duży ekran funkcjonalność latwosc obslugi mega ładny menu boczne na zakrzywionym ekranie poręczny prestiżowy świetny interfejs wygląd ;głośniczek ;0;0;2017-12-29 18:43:40;
6219958;mateusz34 1996;5/5;true;Świetna, wszystkomająca eSka Samsunga. Ósmą Galaktykę mogę polecić przede wszystkim za energonomię trzymania w ręku, pomimo tak ogromnego wyświetlacza i samą jakość Super Amoledowego wyświetlacza. Jego niezliczone i bardzo przydatne funkcje, np. podświetlenie krawędziowe, AoD, kompas, zagięty ekran i jego ogromna rozdzielczość (wsparcie dla materiałów HDR10, Dolby Vision i gogle VR włącznie), to tylko niektóre z jego morza zalet. Nawet po tygodniu użytkowania nie zdołałem odkryć wszystkich jego przydatnych i użytecznych funkcji. Do minusów zaliczyłbym zbyt małą pojemność baterii, z którą smartfon wytrzymuje około 1.5 dnia w trybie bardzo niskiego zużycia energii (SOT to 4 - 4.5h) oraz źle umiejscowiony skaner odcisków palców. Pomimo tych drobnych i wybaczalnych bolączek polecam jego zakup, jako właściciel.;;;0;0;2017-11-16 16:56:51;
4973319;Nikolas;5/5;true;Świetny telefon jak widać. Piękny wygląd Dobra jakość. Firma sprzedająca również warta polecania;;;0;0;2017-08-24 12:57:52;
5038822;ralf000;5/5;true;Super telefon, prezent dla syna. Jest nim zachwycony, multum możliwości, bardzo nowoczesny sprzęt.;;;0;0;2017-09-14 13:12:12;
6263346;asim43298;5/5;true;Stylizacja na miarę obecnych smartfonów, lekki, wodoodporny i posiada wiele funkcji dodatkowych;;;0;0;2017-11-28 19:31:18;
6356116;DEVICE;5/5;true;Najlepszy telefon dostępny na rynku! Wygląd niesamowity! Aparat robi wyśmienite zdjęcia. Ekran wysokiej klasy, kolory są bardzo żywe. Działa bez żadnych zajęć. Polecam wszystkim. Wesołych świąt!;4gb ram aparat przód aparat tył brak brak diody ir cena czas pracy na baterii dobry aparat duży ekran funkcjonalność głośniczek latwosc obslugi mega ładny menu boczne na zakrzywionym ekranie poręczny prestiżowy skaner odcisków palca śliski tył obudowy świetny interfejs ten telefon dla ludzi inteligentnych ;bixby - brak języka polskiego źle umiejscowiony skaner odcisków palców ;0;0;2017-12-16 18:28:25;
4846150;U...o;5/5;true;telefon bardzo fajny super design działa bez zarzutów nic się nie zacina i dobra jakość;;;1;0;2017-07-13 10:32:45;
6268047;Michał;5/5;true;Telefon posiadam kilka dni nie mam zastrzeżeń co do działania, bateria mogłaby być bardziej pojemna. Wyświetlacz jest bardzo ładny, dzięki czemu używanie tego telefonu jest bardzo przyjemne.;4gb ram aparat przód aparat tył duży ekran funkcjonalność latwosc obslugi wygląd ;czas pracy na baterii ;0;0;2017-11-29 14:52:38;
4776297;Łukasz K;5/5;true;Spełnia oczekiwania, jeszcze w pełni nie przetestowany. Bateria trzyma trochę za krótko.;;;0;0;2017-06-21 08:05:11;
4975919;Andrzej;5/5;true;Na razie próbuję go rozgrźć, Bardzo dużo funkcji. Zdjęcia i filmy robi doskonale;;;0;0;2017-08-24 22:15:48;
6258342;Justyna;4/5;true;Jest bardzo dobry, ma wszystko co powinnien mieć telefon Jest wręcz idealny Każdy telefon firmy Samsung jest bardzo wytrzymały i ma wiele bardzo fajnych opcji Polecam;;;0;0;2017-11-27 17:22:13;
4916923;Pawel;4,5/5;true;Super sprzęt Używam go od tygodnia i nie mam żadnych zastrzeżeń. Polecam;;;0;0;2017-08-04 21:03:33;
6237873;Użytkownik Ceneo;5/5;true;Świetna jakość zdjęć nie tylko w pelnym świetle, duża pamięć i wytrzymała bateria, w dodatku telefon nie boi sie wody i zabrudzeń, co jest mega plusem przy moim zawodzie ;);;;0;0;2017-11-22 10:03:10;
6311158;leszek;5/5;true;Najlepszy smartfon z jakim miałem doczynienia. Wszystko na wielki plus.;aparat przód czas pracy na baterii funkcjonalność latwosc obslugi wygląd ;;0;0;2017-12-08 11:37:10;
6389902;Mati;5/5;true;Bardzo dobry telefon, idealnie pasuje do mojej ręki. Godny polecenia;4gb ram aparat przód aparat tył brak brak diody ir cena czas pracy na baterii dobry aparat duży ekran funkcjonalność głośniczek latwosc obslugi mega ładny menu boczne na zakrzywionym ekranie poręczny prestiżowy skaner odcisków palca śliski tył obudowy świetny interfejs ten telefon dla ludzi inteligentnych wygląd źle umiejscowiony skaner odcisków palców ;bixby - brak języka polskiego bixby - nie rozróżnia polskich imion ;0;0;2017-12-24 20:59:08;
4535921;SamsungFan;5/5;true;Nareszcie telefon, który spełnia moje oczekiwania! ;) pierwszy telefon ze skanerem tęczówki oka :D;funkcjonalność ;;2;2;2017-03-31 10:03:03;
6394739;RadiGd;5/5;true;Interesuję się smartfonami, telefon po którym widać następujące zmiany. Poprzedni był S7 (bez Edge;) i po przesiadce na S8 jedno tylko słowo - Odlot! Przez krótki okres używałem Xiaomi Redmi Note 4 (4/64) i polubiłem baterię, która jest w stanie wytrzymać nawet 2 dni, tutaj nie ma szans na pracę dłuższą niż 10-12 godzin, przy czym muszę zaznaczyć, że często używam telefonu. Wyświetlacz, jakość wykonania, aparat (jak w s 7) na najwyższym poziomie. Skaner tęczówek - szybki i poręczny. Wyświetlacz jest największym atutem. Polecam!;4gb ram aparat przód aparat tył dobry aparat duży ekran funkcjonalność głośniczek latwosc obslugi mega ładny menu boczne na zakrzywionym ekranie poręczny prestiżowy skaner odcisków palca świetny interfejs wygląd ;czas pracy na baterii ;0;0;2017-12-27 10:01:38;
4954393;Marcin;4/5;true;Przejrzysty i sprawnie działający.;duży ekran ;źle umiejscowiony skaner odcisków palców ;0;0;2017-08-17 23:18:20;
4691766;Oleksandra;5/5;true;The device is perfect. I wonder how long the battery will work.;;;1;1;2017-05-23 22:40:35;
6285460;Clariesx;5/5;true;Według mnie telefon jest bardzo dobrze wykonany, dostawa jest dosyć szybka, nic się nie dzieje podczas dowozu.Jestem zadowolona z tego serwisu,daje 5 gwiazdek;;;0;0;2017-12-03 11:26:14;
5159015;Puci;4,5/5;true;świetne. Polecam. Jak na razie 0 zastrzeżeń do produktu;4gb ram aparat przód aparat tył czas pracy na baterii duży ekran funkcjonalność głośniczek latwosc obslugi skaner odcisków palca śliski tył obudowy wygląd źle umiejscowiony skaner odcisków palców ;brak diody ir ;0;0;2017-10-25 18:25:00;
5227804;MadMan;5/5;true;Telefon spełnia oczekiwania. Najwieksza zaleta to super wyświetlacz, zarówno pod względem jasności i kolorów jak i wielkości oraz proporcji. Dodatkowo aparat zarówno tylni jak i przedni radzą sobie w trudnych warunkach oświetlenia i zdjęcia wyglądają świetnie. Procek śmiga bez zarzutu, nie wiesza się i nie tnie przy wzmożonym użytkowaniu, a przy tym nie zauważyłem znacznego nagrzewania sie. Bateria spokojnie daje rade cały dzień na jednym ładowaniu. No i design, wyróżnia z otoczenia. Solidny sprzęt w doskonałym wydaniu;menu boczne na zakrzywionym ekranie ;śliski tył obudowy ;0;0;2017-11-15 21:32:42;
4880735;Kamil;5/5;true;Telefon bardzo poręczny solidny i szybki. Amoled ryje ocz, aparat świetny. Bateria przy normalnym używaniu trzyma nawet 36h;4gb ram brak diody ir funkcjonalność ;głośniczek śliski tył obudowy ;0;0;2017-07-25 10:47:48;
4805589;XXxXX;5/5;true;Jak na razie ok zobaczymy po pół roku użytkowania :);;;0;0;2017-06-30 08:33:43;
4625487;Dawid;5/5;true;Jak dla mnie rewelacja, w końcu Samsung podniósł poprzeczkę:);;;0;2;2017-05-02 19:48:13;
6223292;p maslowska59;4,5/5;true;Ogólnie telefony są bardzo fajne super się sprawdzają najlepsze jest to ze przy zakupie Nwego telefonu w pudełku jest USb conecter :) czy jakoś tak;;;0;0;2017-11-17 12:52:00;
4670299;damian;5/5;true;Piękny smartfon wspaniały wyświetlacz super zdjęcia robi cudo ideał warty każdej złotówki najlepszy na rynku polecam brak konkurencji.;;;2;0;2017-05-16 18:39:12;
4888038;mk;5/5;true;Nic dodać, nic ująć - telefon idealny.;;;0;0;2017-07-26 21:02:40;
5031343;AgaciaS;5/5;true;dobry telefon, w sensownej cenie.;;;0;0;2017-09-12 17:20:54;
6271368;NaXik;5/5;true;Bardzo dobry telefon, bateria trzyma długo nawet przy wymagających grach, jedyna wada to śliska obudowa lecz w etui nie ma problemu.;4gb ram aparat przód aparat tył cena czas pracy na baterii dobry aparat duży ekran funkcjonalność głośniczek latwosc obslugi mega ładny menu boczne na zakrzywionym ekranie poręczny skaner odcisków palca świetny interfejs wygląd ;brak diody ir śliski tył obudowy źle umiejscowiony skaner odcisków palców ;0;0;2017-11-29 22:35:50;
6441071;Semi;5/5;true;Szybki. Dobrze leży w ręku.;;;0;0;2018-01-05 17:33:44;
6264592;null;5/5;true;Coś fenomenalnego i niepowtarzalnego! Funkcjonalny, niesamowicie dopracowany a przede wszystkim wyjątkowy! Jeden taki na rynku!;4gb ram aparat przód aparat tył brak diody ir cena czas pracy na baterii dobry aparat duży ekran funkcjonalność głośniczek latwosc obslugi mega ładny menu boczne na zakrzywionym ekranie poręczny prestiżowy skaner odcisków palca śliski tył obudowy świetny interfejs wygląd źle umiejscowiony skaner odcisków palców ;;0;0;2017-11-29 09:29:04;
6295903;Piotr Rembowiecki;4/5;true;Piękny i poręczny smartphone z wieloma uzgodnieniami .z wytrzumarła bateria pamięcią bardzo dobra godny uwagi i polecenia;;;0;0;2017-12-05 19:59:57;
4907206;Adam;5/5;true;Rewelacyjny telefon!!!!;;;0;0;2017-08-02 12:53:36;
5068022;Urszula;5/5;true;telefon poprostu bomba;4gb ram czas pracy na baterii funkcjonalność latwosc obslugi wygląd ;;0;0;2017-09-23 20:32:34;
4872046;dawix92;5/5;true;Posiadam telefon od kilku miesięcy. Jestem w 100% zadowolony, robi ładne zdjęcia, ma proste menu. Telefon godny polecenia.;;;0;0;2017-07-21 11:33:09;
4976023;Ola;5/5;true;Telefon jest cudny:-);4gb ram czas pracy na baterii funkcjonalność głośniczek latwosc obslugi wygląd ;;0;0;2017-08-24 22:51:20;
4769988;Leszek;5/5;true;Super telefon POLECAM;;;0;0;2017-06-19 10:58:55;
6247997;U...o;5/5;true;Profesjonalny i elgancki. Wydajny super zdjecia. Przy nim nie trzeba być mistrzem żeby móc go rozpracować duża pojemność;;;0;0;2017-11-23 22:38:53;
4987425;Arek;5/5;true;Rewelacja z etui Led;4gb ram aparat przód aparat tył duży ekran funkcjonalność głośniczek latwosc obslugi śliski tył obudowy wygląd ;brak diody ir czas pracy na baterii ;0;0;2017-08-29 11:24:23;
6299359;Marika;5/5;true;Telefon mega szczuplejsza wersja s7 chociaż i ten poprzedni oceniam na bardzo dobry więc 8 jest najlepszy według mnie .;4gb ram aparat przód aparat tył cena czas pracy na baterii dobry aparat duży ekran funkcjonalność głośniczek latwosc obslugi mega ładny menu boczne na zakrzywionym ekranie poręczny prestiżowy skaner odcisków palca świetny interfejs wygląd ;brak diody ir śliski tył obudowy ten telefon dla ludzi inteligentnych źle umiejscowiony skaner odcisków palców ;0;0;2017-12-06 13:10:47;
5199730;MagdaM;5/5;true;Jak dla mnie bomba;aparat przód czas pracy na baterii funkcjonalność latwosc obslugi wygląd ;;0;0;2017-11-08 07:55:51;
6221773;ndrey;5/5;true;Posiadam telefon od 3 miesięcy, obecnie bezkompromisowo najlepszy telefon dostępny na rynku! Pozdrawiam i polecam :);;;0;0;2017-11-17 08:50:33;
6404922;Katarzyna;5/5;true;Dla mnie super;4gb ram aparat przód aparat tył czas pracy na baterii dobry aparat duży ekran funkcjonalność latwosc obslugi poręczny wygląd ;;0;0;2017-12-28 14:03:51;
6241793;Użytkownik Ceneo;5/5;true;Super sprzedawca cyfrowe.pl. Dobra cena i ekspresowa wysyłka. Polecam każdemu. Super;4gb ram aparat tył brak diody ir czas pracy na baterii duży ekran funkcjonalność wygląd ;aparat przód głośniczek latwosc obslugi menu boczne na zakrzywionym ekranie skaner odcisków palca śliski tył obudowy źle umiejscowiony skaner odcisków palców ;0;0;2017-11-22 19:19:53;
5077069;GrazynaKS;5/5;true;Super. Polecam;;;0;0;2017-09-27 11:04:16;
4806670;Łukasz;5/5;true;Super telefon;;;0;0;2017-06-30 12:08:11;
4726778;K...f;5/5;true;Polecam bardzo samsung galaxy s 8 Ładny wygląd tylko cena trochę za duża Polecam;funkcjonalność ;;1;1;2017-06-04 12:14:18;
4679361;CeneoMaster;5/5;true;Polecam najlepszy telefon. Szczególnie podoba mi się w wersji plus w kolorze orchid grey;funkcjonalność ;;0;1;2017-05-19 08:00:20;
6411463;Piotr;4,5/5;true;Wszystko ok,;4gb ram aparat przód aparat tył czas pracy na baterii dobry aparat duży ekran latwosc obslugi poręczny wygląd ;funkcjonalność ;0;0;2017-12-29 14:19:16;
4753678;Obi Łan;5/5;true;Wyśmienicie;;;0;0;2017-06-13 06:58:01;
5148647;Pawello700;5/5;true;Bardzo dobry produkt. W grach się nie zacina, pracuje stabilnie, nie grzeje się oraz ładnie wygląda. Polecam :);4gb ram aparat przód aparat tył duży ekran funkcjonalność latwosc obslugi wygląd ;;0;0;2017-10-22 19:19:18;
4951203;Użytkownik Ceneo;4,5/5;true;OK Polecam;;;0;0;2017-08-17 11:02:22;
5224843;Paweł;5/5;true;Polecam;aparat przód aparat tył funkcjonalność latwosc obslugi ;czas pracy na baterii ;0;0;2017-11-15 12:15:59;
5038959;Albert;4,5/5;true;Smartfon wart zakupu - oczywiście po cenie znacznie niższej niż oferowana przez autoryzowanych sprzedawców.;;czas pracy na baterii ;0;0;2017-09-14 13:40:51;
4762869;Raf;5/5;true;polecam;;;0;0;2017-06-15 23:09:31;
5033407;Albert;4,5/5;true;dobrze;;;0;0;2017-09-13 11:27:51;
4796227;tomekczarny3;5/5;true;Extra;;;0;0;2017-06-27 18:56:40;
6438643;Włodzimierz;5/5;true;Super aparat tylny, duża jasność i szybkość działania. Bardzo przyzwoity aparat za przyzwoite pieniądze.;4gb ram aparat przód aparat tył cena czas pracy na baterii dobry aparat duży ekran ekran funkcjonalność głośniczek latwosc obslugi mega ładny menu boczne na zakrzywionym ekranie poręczny skaner odcisków palca szybkie ładowanie śliski tył obudowy świetny interfejs wodoodporny wygląd ;źle umiejscowiony skaner odcisków palców ;0;0;2018-01-05 11:51:02;
6436373;Tomek;5/5;true;o.k.;;;0;0;2018-01-04 21:20:26;
6355438;asx;5/5;true;Telefon wygląda bajecznie, bardzo szybki, robi śliczne zdjęcia chyba najlepszy aparat wśród smartfonów;;;0;0;2017-12-16 13:14:11;
6244862;Wiola;5/5;true;Świetny aparat, duży wyświetlacz, mega pojemność, odporność na wodę, po prostu świetny produkt polecam;aparat przód aparat tył czas pracy na baterii duży ekran funkcjonalność latwosc obslugi wygląd ;;0;0;2017-11-23 12:07:02;
6419663;inny;5/5;true;Do zdjęć bezkonkurencyjny biorąc pod uwagę cenę to asus zenfone 520 kl 32 gb ramu . laserowy autofokus;;;0;0;2018-01-01 21:11:57;
6311694;Zulu;4/5;true;ok;;;0;0;2017-12-08 12:10:03;
4845824;Paulina;5/5;true;Ok;;;0;0;2017-07-13 09:45:21;
5602194;Miszcz;4,5/5;true;Świetny telefon, jego ekran to jakaś bajka;) aparat to jeszcze większa bajka , ogólnie telefon super.;4gb ram aparat przód aparat tył czas pracy na baterii duży ekran funkcjonalność głośniczek latwosc obslugi menu boczne na zakrzywionym ekranie skaner odcisków palca wygląd ;brak diody ir śliski tył obudowy źle umiejscowiony skaner odcisków palców ;0;0;2017-11-16 10:36:41;
5020542;Sophie;5/5;true;.;4gb ram aparat przód aparat tył czas pracy na baterii duży ekran funkcjonalność głośniczek latwosc obslugi wygląd ;śliski tył obudowy ;0;0;2017-09-08 10:54:57;
6239281;witkowski15;5/5;true;Moim zdaniem najlepszy model telefonu obecnie na rynku.Szybki, dobrze wygląda, no może po za ceną.;;;0;0;2017-11-22 12:55:36;
4800868;Agatka140;4,5/5;true;przyjemny telefon niestety szybko pojawiło się na tyle pekniecie z nieznanych powodów.;;;0;0;2017-06-28 19:55:11;
4888012;P...r;5/5;true;Gorąco polecam, bardzo dobry jakościowo produkt w rozsądnej cenie. Polecam wszystkim;;;0;0;2017-07-26 20:55:44;
6284499;Kasiks;5/5;true;Telefon jest bardzo dobry,dobrze się sprawuje i moim zdaniem nie ma żadnych wad.;;czas pracy na baterii ;0;0;2017-12-02 19:54:46;
4981023;P...r;5/5;true;Znakomity produkt, bardzo dobra jakość i rozsądna cena. Gorąco polecam wszystkim;;;0;0;2017-08-26 15:56:05;
6358617;jakubma65;5/5;true;Super telefon 5/5 świetny aparat cudowny ekran po prostu cud miód i orzeszki;;;0;0;2017-12-17 19:41:43;
4602309;Pio;2/5;false;Nie polecam jedyne co to ładnie wygląda z obsługa i system stał na 2 planie;aparat ;czas pracy na baterii, zakrzywiony ekran dotyka się niechcący, nakładka która lubi przyklatkować, 4 gb ramu gdy konkurencja ma już 6, w tej cenie oczekuje się więcej, czytnik linii papilarnych, szkło z tylu, słaba jakość głośnika, brak stereo w głośnikach, dość gruby 8 mm, prawie ten sam aparat od s6 ;2;10;2017-04-25 12:14:09;
6424216;Użytkownik Ceneo;0,5/5;false;Tani kalkulator będący kolejną podróbką Iphona X.;;4gb ram aparat przód aparat tył bixby - brak języka polskiego bixby - nie rozróżnia polskich imion brak brak diody ir cena czas pracy na baterii czytnik linii papilarnych jest za wysoko dobry aparat duży ekran ekran ergonomia funkcjonalność głośniczek latwosc obslugi mega ładny menu boczne na zakrzywionym ekranie poręczny prestiżowy skaner odcisków palca słaby głośnik szybkie ładowanie szybkość śliski tył obudowy świetne akcesoria świetny interfejs ten telefon dla ludzi inteligentnych wodoodporny wygląd źle umiejscowiony skaner odcisków palców ;0;0;2018-01-02 22:22:15;
5652783;Patryk;5/5;true;Piękny i mega wydajny smartfon. Aktualnie najlepszy na rynku. Mega aparat!;4gb ram aparat przód aparat tył brak diody ir czas pracy na baterii duży ekran funkcjonalność głośniczek latwosc obslugi menu boczne na zakrzywionym ekranie skaner odcisków palca śliski tył obudowy wygląd ;;0;0;2017-11-16 10:52:18;
6242977;SuSzAk;4,5/5;true;Super wygląd, funkcjonalność i podzespoły. Czego chcieć więcej? Polecam.;;;0;0;2017-11-22 22:34:10;
6254842;marek słowik;5/5;true;piekny telefon pod względem wyglądu. Znakomina wydajnośc świetna firma;czas pracy na baterii funkcjonalność wygląd ;;0;0;2017-11-26 18:15:12;
6358622;jakubma65;5/5;true;świetny telefon cudowny aparat i ekran, mój najlepszy zakup:);;;0;0;2017-12-17 19:44:07;
5000356;marcinbs79;5/5;true;Telefon jest rewelacyjny;aparat przód aparat tył czas pracy na baterii duży ekran funkcjonalność latwosc obslugi wygląd ;źle umiejscowiony skaner odcisków palców ;0;0;2017-09-01 15:13:59;
6237089;null;5/5;true;Świetny wybór należy do najdawniejszych jaki miałam;;;0;0;2017-11-21 22:57:03;
6248210;Marcin;5/5;true;polecam ta strone jest najlepsza jak ten telefon;;;0;0;2017-11-24 00:37:35;
6430051;mój nick;4/5;true;Ta opinia jest opinią do tego telefonu, dziękuję;;;0;0;2018-01-03 21:11:20;
6356184;null;5/5;true;Bardzo dużo fajnych funkcji prosty w obsłudze;;;0;0;2017-12-16 18:47:47;
6258378;xpikaczx;4,5/5;true;Telefon bardzo ładny i wydajny, polecam :);aparat przód aparat tył czas pracy na baterii funkcjonalność latwosc obslugi wygląd ;;0;0;2017-11-27 17:28:54;
6242878;Użytkownik Ceneo;5/5;true;Polecam!;4gb ram aparat przód aparat tył brak diody ir czas pracy na baterii duży ekran funkcjonalność głośniczek latwosc obslugi menu boczne na zakrzywionym ekranie skaner odcisków palca śliski tył obudowy wygląd źle umiejscowiony skaner odcisków palców ;;0;0;2017-11-22 22:21:20;
6308739;Jakub;5/5;true;Bardzo dobry telefon dobrze się sprawuje;4gb ram aparat przód aparat tył czas pracy na baterii duży ekran funkcjonalność latwosc obslugi ;;0;0;2017-12-07 20:49:39;
6242957;Seto;5/5;true;Polecam!;;;0;0;2017-11-22 22:31:29;
4804371;Kris;5/5;true;Wspaniały flagowiec, bez wad! Polecam !;;;0;0;2017-06-29 17:48:36;
